"Product Name","ASIN","Author Name"
"Drop, Cover, and Hold On (The Improbable Meet-Cute collection)","B0CL7KPNQR","Guillory, Jasmine"
"With Any Luck (The Improbable Meet-Cute collection)","B0CL7KDZJT","Poston, Ashley"
"Royal Valentine (The Improbable Meet-Cute collection)","B0CL7L3H7B","Wilson, Sariah"
"RONAN (The Wolf Hotel)","B01N7KLCRR","Tucker, K.A. "
"One with You (Crossfire Series Book 5)","B0183KJZE0","Day, Sylvia"
"One with You: Crossfire, Book 5","B01D3ERSYU","Sylvia Day"
"Captivated by You: Crossfire, Book 4","B00OKXCIZI","Sylvia Day"
"Captivated By You (Crossfire, Book 4)","B00NEQRNVG","Day, Sylvia"
"Entwined with You (Crossfire, Book 3)","B008UCJ7KO","Day, Sylvia"
"Entwined with You: Crossfire, Book 3","B00BR1FKPG","Sylvia Day"
"Reflected in You (Crossfire, Book 2)","B008673ZAQ","Day, Sylvia"
"Reflected in You: A Crossfire Novel, Book 2","B009NJILSM","Sylvia Day"
"Bared to You (Crossfire, Book 1)","B00846REIS","Day, Sylvia"
"Surrender To Me (The Wolf Hotel Book 4)","B0757CRTLY","Tucker, K.A. "
"Own Me (The Wolf Hotel Book 5)","B0CLT4QRQL","Tucker, K.A. "
"Teach Me (The Wolf Hotel Book 3)","B01M04PNMH","Tucker, K.A."
"Break Me (The Wolf Hotel Book 2)","B01BU2NFTO","Tucker, K.A. "
"Tempt Me (The Wolf Hotel Book 1)","B017S3J3X6","Tucker, K.A. "
"Boss in the Bedsheets","B07XQK3SGQ","Canterbary, Kate"
"Surrender to Me: Wolf Hotel Series, Book 4","B07X273RL7","K. A. Tucker"
"Teach Me: Wolf Hotel Series, Book 3","B07WF92T1S","K. A. Tucker"
"Tempt Me: Wolf Hotel Series, Book 1","B07TFKJMYP","K. A. Tucker"
"Rosie and the Dreamboat: The Improbable Meet-Cute Collection","B0CRVWYNZM","Sally Thorne"
"Rosie and the Dreamboat (The Improbable Meet-Cute collection)","B0CL7L1Y9X","Thorne, Sally"
"Hunting Adeline: Cat and Mouse Duet, Book 2","B0BHXKT8RL","H. D. Carlton"
"A Court of Mist and Fury (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses 2","B09YGH24X9","Sarah J. Maas"
"The Difference Between Us: Opposites Attract Series, Book 2","B0773VKCFF","Rachel Higginson"
"Camera Shy (Lessons in Love)","B0C7QYS91W","Cove, Kay"
"Sinful Palace: A Dark Captive Romance (Ruthless Rulers Book 2)","B08266V1T2","Hart, Stella"
"Broken Princess: A Dark Captive Romance (Ruthless Rulers Book 3)","B08266SRVP","Hart, Stella"
"Ruthless Prince: A Dark Captive Romance (Ruthless Rulers Book 1)","B08266PLCC","Hart, Stella"
"The Exception to the Rule: The Improbable Meet-Cute Collection","B0CRVW82FB","Christina Lauren"
"The Exception to the Rule (The Improbable Meet-Cute collection)","B0CL7GMPD4","Lauren, Christina"
"The Worst Guy","B09P5GT746","Canterbary, Kate"
"Worst Wingman Ever: The Improbable Meet-Cute Collection","B0CRVXFM7H","Abby Jimenez"
"Worst Wingman Ever (The Improbable Meet-Cute collection)","B0CL7H4JD9","Jimenez, Abby"
"The Baby Clause: 2.0 (The Contract Series)","B071NRXLXB","Moreland, Melanie"
"Part-Time Husband (Trophy Husbands Book 1)","B07B9WH8KT","Adams, Noelle"
"The Contract: An enemies to marriage office romance (The Contract Series Book 1)","B01D6TA9Y8","Moreland, Melanie"
"Credence","B083TZV25B","Douglas, Penelope"
"Praise (Salacious Players' Club)","B09NJBVM8Z","Cate, Sara"
"The Amendment (The Contract Series Book 2)","B07WJ2X243","Moreland, Melanie"
"Paint It All Red (Mindf*ck Series Book 5)","B01N7GREG9","Abby, S.T."
"All The Lies (Mindf*ck Series Book 4)","B01MTZDCUN","Abby, S.T."
"Scarlet Angel (Mindf*ck Series Book 3)","B01MYYEYWP","Abby, S.T."
"Sidetracked (Mindf*ck Series Book 2)","B01N5C6HP9","Abby, S.T."
"The Risk (Mindf*ck Series #1)","B01MST9RU9","Abby, S.T."
"Punk 57","B01KB8XC5A","Douglas, Penelope"
"Birthday Girl","B07C7N5CBS","Douglas, Penelope"
"Credence","B08MKQ94TJ","Penelope Douglas"
"So Not Meant To Be","B09X6KD3CS","Quinn, Meghan"
"Untying the Knot","B0BDW83LGQ","Quinn, Meghan"
"A Long Time Coming","B0BDW9C3JY","Quinn, Meghan "
"The Secret to Dating Your Best Friend's Sister (The Bromance Club Book 1)","B07J2VTTL9","Quinn, Meghan"
"Twisted Love","B08Y6DCS1Y","Huang, Ana"
"Twisted Games","B091SLLP6H","Huang, Ana"
"Twisted Hate","B0994RZ2L1","Huang, Ana"
"Twisted Lies","B09QY2KWKY","Huang, Ana"
"A Deal with the Bossy Devil: An Enemies to Lovers Billionaire Boss Romance (Bad Billionaire Bosses Book 1)","B0CB1RMZRC","Parsi, Kyra "
"In Love And War: An Enemies to Lovers Office Romance","B08K62VYDJ","Parsi, Kyra"
"Honestly, I'm Totally Faking It","B09S1CMMBT","Gambill, Amanda"
"Paint Me Perfect (Real Life, Real Love)","B0B232HFC9","Cove, Kay"
"Rewrite the Rules (Real Life, Real Love)","B0B3Y4VFLK","Cove, Kay "
"A Not So Meet Cute","B09HLCTYZ8","Quinn, Meghan"
"Twisted Hate: Twisted, Book 3","B0B6H8FSBQ","Ana Huang"
"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","B01MTW5T1F","David Grann"
"Graphic Artists Guild Handbook, 16th Edition: Pricing & Ethical Guidelines","B0BXBMKSBT","Artists Guild, The Graphic "
"What to Expect the First Year: (Updated in 2025)","B00KVRDACW","Murkoff, Heidi"
"Jim Trelease's Read-Aloud Handbook: Eighth Edition","0143133799","Trelease, Jim"
"Jim Trelease's Read-Aloud Handbook: Eighth Edition","0143133799","Giorgis, Cyndi"
"Pappyland: A Story of Family, Fine Bourbon, and the Things That Last","0735221251","Thompson, Wright"
"The Home Edit Workbook: Prompts, Activities, and Gold Stars to Help You Contain the Chaos","0593139828","Shearer, Clea"
"The Home Edit Workbook: Prompts, Activities, and Gold Stars to Help You Contain the Chaos","0593139828","Teplin, Joanna"
"The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything","0593138309","Shearer, Clea"
"The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything","0593138309","Teplin, Joanna"
"Cravings: Recipes for All the Food You Want to Eat: A Cookbook","1101903910","Chrissy Teigen"
"Cravings: Recipes for All the Food You Want to Eat: A Cookbook","1101903910","Adeena Sussman"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","0544272994","Munroe, Randall"
"You Need a Budget: The Proven System for Breaking the Paycheck-to-Paycheck Cycle, Getting Out of Debt, and Living the Life You Want","0062567586","Mecham, Jesse"
"Sorry Spock, Emotions Drive Business: Proving the Value of Creative Ideas With Science","1642790710","Morgan, Adam W."
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","Van Der Pijl, Patrick"
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","Lokitz, Justin"
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","Solomon , Lisa Kay"
"MKTG 9 (New, Engaging Titles from 4LTR Press)","B00V5CANEK","Lamb, Charles W."
"MKTG 9 (New, Engaging Titles from 4LTR Press)","B00V5CANEK","Hair, Joe F."
"MKTG 9 (New, Engaging Titles from 4LTR Press)","B00V5CANEK","McDaniel, Carl"
"The Handmaid's Tale","B003JFJHTS","Atwood, Margaret"
"You Don't Know JS: Scope & Closures","B00IV3J2A2","Simpson, Kyle"
"Photoshop: The Complete Beginners Guide To Mastering Photoshop In 24 Hours Or Less! Secrets Of Color Grading And Photo Manipulation! (Graphic Design, Adobe Photoshop, Digital Photography, Creativity)","B00XFREPWE","Bailey, Edward"
"The Unofficial Harry Potter Cookbook Presents: A Magical Christmas Menu (Unofficial Cookbook)","B004G8PYL2","Bucholz, Dinah"
"The Wedding Book: The Big Book for Your Big Day","B006MGDJB8","Weiss, Mindy"
"The Wedding Book: The Big Book for Your Big Day","B006MGDJB8","Levine, Lisbeth"
"Blue Collar, Blue Scrubs: The Making of a Surgeon","B003K15P74","Collins MD, Michael J. "
"The Moosewood Cookbook: 40th Anniversary Edition","B00IWTTQ74","Katzen, Mollie"
"CLEP® History of the U.S. I Book + Online (CLEP Test Preparation)","B00CRWLKS0","Editors of REA"
"You Don't Know JS: Up & Going","B00V20DQU8","Simpson, Kyle"
