"Product Name","ASIN","Ownership Type","Ownership Subtype"
"The Fix Up: The First Impressions Series, Book 1","B088XFKKXQ","Item Owner","AudiblePlus"
"The Fix Up: 2nd Edition – originally published 2015 (First Impressions Book 1)","B0CW1KRY9H","Item Owner","Purchase"
"The Boyfriend Material Collection: A Romantic Comedy Collection of Standalones","B0BSRH7VKH","Item Owner","Purchase"
"Romancing Mister Bridgerton","B06Y2DSFRJ","Item Owner","AudiblePlus"
"An Offer from a Gentleman","B01N1ME9B5","Item Owner","AudiblePlus"
"The Viscount Who Loved Me","B01MAWST0M","Item Owner","AudiblePlus"
"The Duke and I","B01LZRIC6X","Item Owner","AudiblePlus"
"Butcher & Blackbird (The Ruinous Love Trilogy Book 1)","B0CL1C4PM4","Item Owner","Purchase"
"Getting Schooled","B07957PFQT","Item Owner","AudiblePlus"
"One of Those Flings","B08DG74W7D","Not Interested","LI"
"P.S. It's Always Been You: Part 3","B083QPVRH1","Item Owner","AudiblePlus"
"P.S. It's Always Been You: Part 2","B083QPJK9K","Item Owner","AudiblePlus"
"P.S. It's Always Been You: Part 1","B083QR12LM","Item Owner","AudiblePlus"
"The Wedding Proposal","B09PT9PWFS","Not Interested","LI"
"Call Me Maybe","B08CLSPC6Q","Not Interested","GR"
"Call Me Maybe","B08CLSPC6Q","Not Interested","LI"
"The Accidental Dating Experiment","B0CY5R4HZH","Item Owner","AudiblePlus"
"Still Hung Up on You","B0CC3M4H42","Item Owner","AudiblePlus"
"Lucky Suit","B07MLT5114","Item Owner","AudiblePlus"
"Maybe This Time","B0CXYYBCNY","Item Owner","AudiblePlus"
"The Kiss Quotient","B075HXST4P","Item Owner","Purchase"
"Butcher & Blackbird: The Ruinous Love Trilogy, Book 1","B0CK8HCKVC","Item Owner","Purchase"
"Think Outside the Boss: New York Billionaires, Book 1","B09J97L6FL","Item Owner","AudiblePlus"
"The Royal Assignment","B09KVJ3CXZ","Item Owner","AudiblePlus"
"Take My Dare: A Stark International Novella (Stark International Trilogy Book 4)","B01LWVWGZW","Item Owner","Purchase"
"Not Available","B0DM13DGK2","Not Interested","GR"
"Not Available","B0DLZMTQQZ","Not Interested","GR"
"Lost With Me","B0778VDY46","Not Interested","GR"
"Anchor Me","B01K8ORQOK","Not Interested","GR"
"Unwrap Me: A Stark Ever After Novella (Stark Series Book 19)","B016IOF76S","Not Interested","GR"
"Seduce Me: A Stark Ever After Novella","B015BCVXF2","Not Interested","GR"
"Have Me: A Stark Ever After Novella (Stark Trilogy)","B00O6V45E6","Item Owner","Purchase"
"Tame Me: A Stark International Security Novella (Stark International Trilogy Book 1)","B00H57X864","Item Owner","Purchase"
"Tease Me: A Stark International Security Novel","B081LMVMDP","Item Owner","Purchase"
"Tempt Me: A Stark International Security Novella","B01L7Q54NI","Item Owner","Purchase"
"American Queen: American Queen Series, Book 1","B06ZZCWL4X","Item Owner","AudiblePlus"
"Not Available","B0DVDF1SQN","Not Interested","GR"
"Not Available","B0DVBVXQBR","Not Interested","GR"
"Not Available","B0DVBJCDYJ","Not Interested","GR"
"Not Available","B0DV2NW1KC","Not Interested","GR"
"Not Available","B0DM45NLDM","Not Interested","GR"
"Midnight Ruin (Dark Olympus Book 6)","B0BZ9KMJ3L","Not Interested","GR"
"The Addendum (The Contract Series Book 3)","B0B9V6M62K","Not Interested","GR"
"Neon Gods: A Scorchingly Hot Modern Retelling of Hades and Persephone (Dark Olympus Book 1)","B08GC6FXVZ","Not Interested","GR"
"Not Available","Not Available","Pdoc Owner","PDocs"
"Not Available","Not Available","Pdoc Owner","PDocs"
"Not Available","Not Available","Pdoc Owner","PDocs"
"Not Available","Not Available","Pdoc Owner","PDocs"
"Not Available","Not Available","Pdoc Owner","PDocs"
"Not Available","B0DVDH4KYR","Not Interested","GR"
"The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything","B084M5S1B4","Sample Owner","Sample"
"Sorry Spock, Emotions Drive Business: Proving the Value of Creative Ideas With Science","B07KWL5L8Y","Item Owner","Purchase"
"Creative Strategy and the Business of Design","B01HH2TGDA","Item Owner","PublicLibraryLending"
"Creative Confidence: Unleashing the Creative Potential Within Us All","B00CGI3DWQ","Item Owner","PublicLibraryLending"
"The Home Edit: A Guide to Organizing and Realizing Your House Goals","B07DZLJF1C","Item Owner","PublicLibraryLending"
"How Will You Measure Your Life?","B006ID0CH4","Item Owner","PublicLibraryLending"
"Irresistibly Yours: An Oxford Novel","B00ONUYEZA","Item Owner","PublicLibraryLending"
"Seatmate: Love Lines, Book 3","B09V3DQ4DZ","Item Owner","AudiblePlus"
"Sweet Talk","B08YH3941R","Item Owner","AudiblePlus"
"Love at First Psych","B0BRQWHGD8","Item Owner","AudiblePlus"
"The Reason I Married Him","B0CFD3FF6N","Item Owner","KindleUnlimited"
"The Do-Over: The Miles High Club, Book 4","B0B724Y5NC","Item Owner","KindleUnlimited"
"The Do-Over (The Miles High Club Book 4)","B09ZKRWCG4","Item Owner","KindleUnlimited"
"Miles Ever After (Miles High Series)","B0BC16PP4Z","Item Owner","KindleUnlimited"
"Pucking Around","B0DWVRW24X","Not Interested","GR"
"To Make Matters Worse","B0BCZWC3QZ","Item Owner","KindleUnlimited"
"Fool Them Once : A Hot Fake Relationship Romantic Comedy","B0BNJMJ4K9","Item Owner","KindleUnlimited"
"The Takeover: The Miles High Club, Book 2","B0845MQPHS","Item Owner","KindleUnlimited"
"The Takeover (The Miles High Club Book 2)","B07Y82JMF8","Item Owner","KindleUnlimited"
"Hard Limit: The Hacker Series #4","B00V3MY186","Item Owner","Purchase"
"Hardline: The Hacker Series #3","B00V3MY1KO","Not Interested","GR"
"Work with Me: An Enemies-to-Lovers Standalone Office Romance (Synergy Office Romance Book 1)","B08Y758VM1","Item Owner","Purchase"
"Reluctantly Yours: A steamy, enemies to lovers, fake dating romantic comedy","B0B1KVSRCL","Item Owner","KindleUnlimited"
"Same Time Next Year: A Novella","B0CMJRPR4H","Item Owner","KindleUnlimited"
"Same Time Next Year: A Novella","B0CHWQPB49","Item Owner","KindleUnlimited"
"With Any Luck: The Improbable Meet-Cute Collection","B0CRVVQY85","Item Owner","KindleUnlimited"
"Drop, Cover, and Hold On: The Improbable Meet-Cute Collection","B0CRVWTTCS","Item Owner","KindleUnlimited"
"Royal Valentine: The Improbable Meet-Cute Collection","B0CRVX1P5R","Item Owner","KindleUnlimited"
"Drop, Cover, and Hold On (The Improbable Meet-Cute collection)","B0CL7KPNQR","Item Owner","KindleUnlimited"
"With Any Luck (The Improbable Meet-Cute collection)","B0CL7KDZJT","Item Owner","KindleUnlimited"
"Royal Valentine (The Improbable Meet-Cute collection)","B0CL7L3H7B","Item Owner","KindleUnlimited"
"RONAN (The Wolf Hotel)","B01N7KLCRR","Item Owner","KindleUnlimited"
"One with You (Crossfire Series Book 5)","B0183KJZE0","Item Owner","Purchase"
"One with You: Crossfire, Book 5","B01D3ERSYU","Item Owner","Purchase"
"Not Available","B0DWVLNL31","Not Interested","GR"
"Captivated by You: Crossfire, Book 4","B00OKXCIZI","Item Owner","Purchase"
"Captivated By You (Crossfire, Book 4)","B00NEQRNVG","Item Owner","Purchase"
"Entwined with You (Crossfire, Book 3)","B008UCJ7KO","Item Owner","Purchase"
"Entwined with You: Crossfire, Book 3","B00BR1FKPG","Item Owner","Purchase"
"Reflected in You (Crossfire, Book 2)","B008673ZAQ","Item Owner","Purchase"
"Reflected in You: A Crossfire Novel, Book 2","B009NJILSM","Item Owner","Purchase"
"Bared to You (Crossfire, Book 1)","B00846REIS","Item Owner","Purchase"
"Surrender To Me (The Wolf Hotel Book 4)","B0757CRTLY","Item Owner","KindleUnlimited"
"Own Me (The Wolf Hotel Book 5)","B0CLT4QRQL","Item Owner","KindleUnlimited"
"Teach Me (The Wolf Hotel Book 3)","B01M04PNMH","Item Owner","KindleUnlimited"
"Break Me (The Wolf Hotel Book 2)","B01BU2NFTO","Item Owner","KindleUnlimited"
"Tempt Me (The Wolf Hotel Book 1)","B017S3J3X6","Item Owner","KindleUnlimited"
"Not Available","B0DWTW5MQ4","Not Interested","GR"
"Boss in the Bedsheets","B07XQK3SGQ","Item Owner","KindleUnlimited"
"Surrender to Me: Wolf Hotel Series, Book 4","B07X273RL7","Item Owner","AudiblePlus"
"Teach Me: Wolf Hotel Series, Book 3","B07WF92T1S","Item Owner","AudiblePlus"
"Tempt Me: Wolf Hotel Series, Book 1","B07TFKJMYP","Item Owner","AudiblePlus"
"Rosie and the Dreamboat: The Improbable Meet-Cute Collection","B0CRVWYNZM","Item Owner","KindleUnlimited"
"Rosie and the Dreamboat (The Improbable Meet-Cute collection)","B0CL7L1Y9X","Item Owner","KindleUnlimited"
"Hunting Adeline: Cat and Mouse Duet, Book 2","B0BHXKT8RL","Not Interested","LI"
"A Court of Mist and Fury (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses 2","B09YGH24X9","Not Interested","LI"
"The Difference Between Us: Opposites Attract Series, Book 2","B0773VKCFF","Not Interested","LI"
"Camera Shy (Lessons in Love)","B0C7QYS91W","Item Owner","KindleUnlimited"
"Sinful Palace: A Dark Captive Romance (Ruthless Rulers Book 2)","B08266V1T2","Item Owner","KindleUnlimited"
"Broken Princess: A Dark Captive Romance (Ruthless Rulers Book 3)","B08266SRVP","Item Owner","KindleUnlimited"
"Not Available","B0DWWLNWYR","Not Interested","GR"
"Ruthless Prince: A Dark Captive Romance (Ruthless Rulers Book 1)","B08266PLCC","Item Owner","KindleUnlimited"
"The Exception to the Rule: The Improbable Meet-Cute Collection","B0CRVW82FB","Item Owner","Prime"
"The Exception to the Rule (The Improbable Meet-Cute collection)","B0CL7GMPD4","Item Owner","Prime"
"The Worst Guy","B09P5GT746","Item Owner","KindleUnlimited"
"Worst Wingman Ever: The Improbable Meet-Cute Collection","B0CRVXFM7H","Item Owner","KindleUnlimited"
"Worst Wingman Ever (The Improbable Meet-Cute collection)","B0CL7H4JD9","Item Owner","KindleUnlimited"
"The Baby Clause: 2.0 (The Contract Series)","B071NRXLXB","Item Owner","KindleUnlimited"
"Part-Time Husband (Trophy Husbands Book 1)","B07B9WH8KT","Item Owner","KindleUnlimited"
"The Contract: An enemies to marriage office romance (The Contract Series Book 1)","B01D6TA9Y8","Item Owner","KindleUnlimited"
"Credence","B083TZV25B","Item Owner","KindleUnlimited"
"Praise (Salacious Players' Club)","B09NJBVM8Z","Item Owner","KindleUnlimited"
"The Amendment (The Contract Series Book 2)","B07WJ2X243","Item Owner","KindleUnlimited"
"Not Available","B0DWVVP9NR","Not Interested","GR"
"Paint It All Red (Mindf*ck Series Book 5)","B01N7GREG9","Item Owner","KindleUnlimited"
"All The Lies (Mindf*ck Series Book 4)","B01MTZDCUN","Item Owner","KindleUnlimited"
"Scarlet Angel (Mindf*ck Series Book 3)","B01MYYEYWP","Item Owner","KindleUnlimited"
"Sidetracked (Mindf*ck Series Book 2)","B01N5C6HP9","Item Owner","KindleUnlimited"
"The Risk (Mindf*ck Series #1)","B01MST9RU9","Item Owner","KindleUnlimited"
"Punk 57","B01KB8XC5A","Item Owner","KindleUnlimited"
"Birthday Girl","B07C7N5CBS","Item Owner","KindleUnlimited"
"Credence","B08MKQ94TJ","Item Owner","Purchase"
"So Not Meant To Be","B09X6KD3CS","Item Owner","KindleUnlimited"
"Untying the Knot","B0BDW83LGQ","Item Owner","KindleUnlimited"
"A Long Time Coming","B0BDW9C3JY","Item Owner","KindleUnlimited"
"The Secret to Dating Your Best Friend's Sister (The Bromance Club Book 1)","B07J2VTTL9","Item Owner","KindleUnlimited"
"Twisted Love","B08Y6DCS1Y","Item Owner","KindleUnlimited"
"Twisted Games","B091SLLP6H","Item Owner","KindleUnlimited"
"Twisted Hate","B0994RZ2L1","Item Owner","KindleUnlimited"
"Twisted Lies","B09QY2KWKY","Item Owner","KindleUnlimited"
"A Deal with the Bossy Devil: An Enemies to Lovers Billionaire Boss Romance (Bad Billionaire Bosses Book 1)","B0CB1RMZRC","Item Owner","KindleUnlimited"
"In Love And War: An Enemies to Lovers Office Romance","B08K62VYDJ","Item Owner","KindleUnlimited"
"Honestly, I'm Totally Faking It","B09S1CMMBT","Item Owner","KindleUnlimited"
"Paint Me Perfect (Real Life, Real Love)","B0B232HFC9","Item Owner","KindleUnlimited"
"Rewrite the Rules (Real Life, Real Love)","B0B3Y4VFLK","Item Owner","KindleUnlimited"
"A Not So Meet Cute","B09HLCTYZ8","Item Owner","KindleUnlimited"
"Not Available","B0DWVL9Z8Y","Not Interested","GR"
"Twisted Hate: Twisted, Book 3","B0B6H8FSBQ","Item Owner","Purchase"
"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI","B01MTW5T1F","Item Owner","Purchase"
"Graphic Artists Guild Handbook, 16th Edition: Pricing & Ethical Guidelines","B0BXBMKSBT","Item Owner","Purchase"
"What to Expect the First Year: (Updated in 2025)","B00KVRDACW","Item Owner","Purchase"
"Jim Trelease's Read-Aloud Handbook: Eighth Edition","0143133799","Item Owner","Purchase"
"Pappyland: A Story of Family, Fine Bourbon, and the Things That Last","0735221251","Item Owner","Purchase"
"The Home Edit Workbook: Prompts, Activities, and Gold Stars to Help You Contain the Chaos","0593139828","Item Owner","Purchase"
"The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything","0593138309","Item Owner","Purchase"
"Cravings: Recipes for All the Food You Want to Eat: A Cookbook","1101903910","Item Owner","Purchase"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","0544272994","Item Owner","Purchase"
"You Need a Budget: The Proven System for Breaking the Paycheck-to-Paycheck Cycle, Getting Out of Debt, and Living the Life You Want","0062567586","Item Owner","Purchase"
"Sorry Spock, Emotions Drive Business: Proving the Value of Creative Ideas With Science","1642790710","Item Owner","Purchase"
"Design a Better Business: New Tools, Skills, and Mindset for Strategy and Innovation","B073DPVWGM","Item Owner","Sharing"
"MKTG 9 (New, Engaging Titles from 4LTR Press)","B00V5CANEK","Item Owner","Sharing"
"The Handmaid's Tale","B003JFJHTS","Item Owner","Sharing"
"You Don't Know JS: Scope & Closures","B00IV3J2A2","Item Owner","Sharing"
"Photoshop: The Complete Beginners Guide To Mastering Photoshop In 24 Hours Or Less! Secrets Of Color Grading And Photo Manipulation! (Graphic Design, Adobe Photoshop, Digital Photography, Creativity)","B00XFREPWE","Item Owner","Sharing"
"The Unofficial Harry Potter Cookbook Presents: A Magical Christmas Menu (Unofficial Cookbook)","B004G8PYL2","Item Owner","Sharing"
"The Wedding Book: The Big Book for Your Big Day","B006MGDJB8","Item Owner","Sharing"
"Blue Collar, Blue Scrubs: The Making of a Surgeon","B003K15P74","Item Owner","Sharing"
"The Moosewood Cookbook: 40th Anniversary Edition","B00IWTTQ74","Item Owner","Sharing"
"CLEP® History of the U.S. I Book + Online (CLEP Test Preparation)","B00CRWLKS0","Item Owner","Sharing"
"You Don't Know JS: Up & Going","B00V20DQU8","Item Owner","Sharing"
