"Product Name","ASIN","Resource Type","Our Price","Ownership Type","Relationship Status","Sortable Title","Sortable Author Name","Series Author","Series Title","Relation Type","Position In Collection","Ordered","Marketplace","Relationship Creation Date","Created At","Deleted By Customer"
"Drop Dead","B0D6HGBMBL","ITEM","5 USD","Item Owner","Fulfilled","Drop Dead","Chu, Lily","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-11-01T21:00:58Z","2024-11-01T21:00:58Z","No"
"God of Ruin: A Dark College Romance (Legacy of Gods Book 4)","B0BM7X9WFJ","ITEM","6 USD","Item Owner","Terminated","God of Ruin A Dark College Romance Legacy of Gods Book 4","Kent, Rina","Kent, Rina B0DSSPYG9K","Legacy of Gods B0DSSPYG9K","PRIMARY",4,"Not Available","www.amazon.com","2024-10-17T19:23:31Z","2024-10-28T13:54:40Z","Yes"
"God of Fury: A Dark MM College Romance (Legacy of Gods Book 5)","B0CGJJTBKJ","ITEM","6 USD","Item Owner","Terminated","God of Fury A Dark MM College Romance Legacy of Gods Book 5","Kent, Rina","Kent, Rina B0DSSPYG9K","Legacy of Gods B0DSSPYG9K","PRIMARY",5,"Not Available","www.amazon.com","2024-10-19T00:00:00Z","2024-10-28T13:54:40Z","Yes"
"God of War: An Enemies to Lovers Marriage Romance (Legacy of Gods Book 6)","B0CPD3911D","ITEM","6 USD","Item Owner","Terminated","God of War An Enemies to Lovers Marriage Romance Legacy of Gods Book 6","Kent, Rina","Kent, Rina B0DSSPYG9K","Legacy of Gods B0DSSPYG9K","PRIMARY",6,"Not Available","www.amazon.com","2024-10-22T00:00:00Z","2024-10-28T13:54:40Z","Yes"
"Snapshot (Lessons in Love)","B0CVRZZV88","ITEM","6 USD","Item Owner","Terminated","Snapshot Lessons in Love","Cove, Kay","Cove, Kay B0CVS27ZKY","Lessons in Love B0CVS27ZKY","PRIMARY",2,"Not Available","www.amazon.com","2024-10-23T22:00:02Z","2024-10-28T13:54:40Z","Yes"
"The Sweetest Oblivion (Made Book 1)","B07DS4TZ93","ITEM","4 USD","Item Owner","Terminated","Sweetest Oblivion Made Book 1, The","Lori, Danielle","Lori, Danielle B07R2Q52CV","Made B07R2Q52CV","PRIMARY",1,"Not Available","www.amazon.com","2024-10-23T22:32:24Z","2024-10-28T13:54:40Z","Yes"
"The Maddest Obsession (Made Book 2)","B07QQLW215","ITEM","4 USD","Item Owner","Terminated","Maddest Obsession Made Book 2, The","Lori, Danielle","Lori, Danielle B07R2Q52CV","Made B07R2Q52CV","PRIMARY",2,"Not Available","www.amazon.com","2024-10-25T12:52:44Z","2024-10-28T13:54:40Z","Yes"
"The Darkest Temptation (Made Book 3)","B08QDJX3VB","ITEM","4 USD","Item Owner","Terminated","Darkest Temptation Made Book 3, The","Lori, Danielle","Lori, Danielle B07R2Q52CV","Made B07R2Q52CV","PRIMARY",3,"Not Available","www.amazon.com","2024-10-26T13:39:47Z","2024-10-28T13:54:39Z","Yes"
"Not Available","B0DWW19V9T","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2024-10-28T00:00:00Z","2024-10-28T00:00:00Z","Not Available"
"Not Available","B0DVBJC33D","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2024-10-28T00:00:00Z","2024-10-28T00:00:00Z","Not Available"
"Priest: A Love Story","B00WHGBTHI","ITEM","6 USD","Item Owner","Terminated","Priest A Love Story","Simone, Sierra","Simone, Sierra B079VY47N5","Priest B079VY47N5","PRIMARY",1,"Not Available","www.amazon.com","2024-10-03T00:00:00Z","2024-10-16T10:15:43Z","Yes"
"The Ritual: A Dark College Romance","B09H7Q4B74","ITEM","5 USD","Item Owner","Terminated","Ritual A Dark College Romance, The","Tessier, Shantel","Tessier, Shantel B0DL5BM1DP","Lords, The B0DL5BM1DP","PRIMARY",1,"Not Available","www.amazon.com","2024-10-05T00:00:00Z","2024-10-16T10:15:43Z","Yes"
"The Sinner: A Dark College Romance","B0BDZ2M91F","ITEM","5 USD","Item Owner","Terminated","Sinner A Dark College Romance, The","Tessier, Shantel","Tessier, Shantel B0DL5BM1DP","Lords, The B0DL5BM1DP","PRIMARY",2,"Not Available","www.amazon.com","2024-10-06T00:00:00Z","2024-10-16T10:15:43Z","Yes"
"The Sacrifice: A Dark Revenge Romance","B0BNFRLH91","ITEM","5 USD","Item Owner","Terminated","Sacrifice A Dark Revenge Romance, The","Tessier, Shantel","Tessier, Shantel B0DL5BM1DP","Lords, The B0DL5BM1DP","PRIMARY",3,"Not Available","www.amazon.com","2024-10-07T00:00:00Z","2024-10-16T10:15:43Z","Yes"
"Carnage: A Dark Revenge Romance","B0C1D5SZW4","ITEM","5 USD","Item Owner","Terminated","Carnage A Dark Revenge Romance","Tessier, Shantel","Tessier, Shantel B0DL5BM1DP","Lords, The B0DL5BM1DP","PRIMARY",5,"Not Available","www.amazon.com","2024-10-08T00:00:00Z","2024-10-16T10:15:43Z","Yes"
"Sabotage: A Dark Enemies to Lovers Romance","B09V2J7P9F","ITEM","4 USD","Item Owner","Terminated","Sabotage A Dark Enemies to Lovers Romance","Tessier, Shantel","Tessier, Shantel B0DL5BM1DP","Lords, The B0DL5BM1DP","PRIMARY",4,"Not Available","www.amazon.com","2024-10-08T00:00:00Z","2024-10-16T10:15:42Z","Yes"
"Madness: A Dark Revenge Romance","B0CR7FCTF2","ITEM","5 USD","Item Owner","Terminated","Madness A Dark Revenge Romance","Tessier, Shantel","Tessier, Shantel B0DL5BM1DP","Lords, The B0DL5BM1DP","PRIMARY",6,"Not Available","www.amazon.com","2024-10-09T00:00:00Z","2024-10-16T10:15:42Z","Yes"
"God of Malice: A Dark College Romance (Legacy of Gods Book 1)","B09Z9K12P2","ITEM","6 USD","Item Owner","Terminated","God of Malice A Dark College Romance Legacy of Gods Book 1","Kent, Rina","Kent, Rina B0DSSPYG9K","Legacy of Gods B0DSSPYG9K","PRIMARY",1,"Not Available","www.amazon.com","2024-10-13T00:00:00Z","2024-10-16T10:15:42Z","Yes"
"Code of Silence: A Mafia Romance (The Dark Kingdom Book 1)","B083C3VKPW","ITEM","4 USD","Item Owner","Terminated","Code of Silence A Mafia Romance The Dark Kingdom Book 1","Tessier, Shantel","Tessier, Shantel B0892HFDG9","Dark Kingdom, The B0892HFDG9","PRIMARY",1,"Not Available","www.amazon.com","2024-10-13T14:02:59Z","2024-10-16T10:15:42Z","Yes"
"God of Pain: A Grumpy Sunshine College Romance (Legacy of Gods Book 2)","B0B64FCB23","ITEM","6 USD","Item Owner","Terminated","God of Pain A Grumpy Sunshine College Romance Legacy of Gods Book 2","Kent, Rina","Kent, Rina B0DSSPYG9K","Legacy of Gods B0DSSPYG9K","PRIMARY",2,"Not Available","www.amazon.com","2024-10-14T21:10:09Z","2024-10-16T10:15:42Z","Yes"
"Not Available","B0DWW3TJD4","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2024-10-16T00:00:00Z","2024-10-16T00:00:00Z","Not Available"
"A Court of Thorns and Roses (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses, Book 1","B09V5QH7GL","ITEM","0 USD","Item Owner","Fulfilled","Court of Thorns and Roses Part 1 of 2 Dramatized Adaptation A Court of Thorns and Roses Book 1, A","Maas, Sarah J","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-10-15T04:00:20Z","2024-10-15T04:00:20Z","No"
"A Court of Thorns and Roses","B00OZP5VRS","ITEM","8 USD","Item Owner","Fulfilled","Court of Thorns and Roses, A","Maas, Sarah J","Maas, Sarah J B07F7JQTCR","Court of Thorns and Roses, A B07F7JQTCR","PRIMARY",1,"Not Available","www.amazon.com","2024-10-14T00:00:00Z","2024-10-15T01:04:29Z","No"
"A Court of Silver Flames (A Court of Thorns and Roses Book 5)","B08CHNCDN5","ITEM","8 USD","Item Owner","Fulfilled","Court of Silver Flames A Court of Thorns and Roses Book 5, A","Maas, Sarah J","Maas, Sarah J B07F7JQTCR","Court of Thorns and Roses, A B07F7JQTCR","PRIMARY",5,"Not Available","www.amazon.com","2024-10-15T01:04:28Z","2024-10-15T01:04:29Z","No"
"A Court of Frost and Starlight (A Court of Thorns and Roses Book 4)","B075818VDG","ITEM","8 USD","Item Owner","Fulfilled","Court of Frost and Starlight A Court of Thorns and Roses Book 4, A","Maas, Sarah J","Maas, Sarah J B07F7JQTCR","Court of Thorns and Roses, A B07F7JQTCR","PRIMARY",4,"Not Available","www.amazon.com","2024-10-15T01:04:28Z","2024-10-15T01:04:29Z","No"
"A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)","B01LOWN78Y","ITEM","8 USD","Item Owner","Fulfilled","Court of Wings and Ruin A Court of Thorns and Roses Book 3, A","Maas, Sarah J","Maas, Sarah J B07F7JQTCR","Court of Thorns and Roses, A B07F7JQTCR","PRIMARY",3,"Not Available","www.amazon.com","2024-10-15T01:04:28Z","2024-10-15T01:04:29Z","No"
"A Court of Mist and Fury (A Court of Thorns and Roses Book 2)","B015FELXQ0","ITEM","8 USD","Item Owner","Fulfilled","Court of Mist and Fury A Court of Thorns and Roses Book 2, A","Maas, Sarah J","Maas, Sarah J B07F7JQTCR","Court of Thorns and Roses, A B07F7JQTCR","PRIMARY",2,"Not Available","www.amazon.com","2024-10-15T01:04:28Z","2024-10-15T01:04:29Z","No"
"Pen Pal","B0CKLQ12NB","ITEM","13 USD","Item Owner","Terminated","Pen Pal","Geissinger, J T","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-10-12T11:18:37Z","2024-10-13T14:01:20Z","Yes"
"Not Available","B0DWW31TXT","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2024-10-08T00:00:00Z","2024-10-08T00:00:00Z","Not Available"
"Say You Swear","B09SS8VQD6","ITEM","6 USD","Item Owner","Terminated","Say You Swear","Brandy, Meagan","Brandy, Meagan B0CVRB3DYF","Boys of Avix B0CVRB3DYF","PRIMARY",1,"Not Available","www.amazon.com","2024-09-27T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"Not So Merry Memories","B0BNQYVMCD","ITEM","3 USD","Item Owner","Terminated","Not So Merry Memories","Brandy , Meagan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-09-28T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"The Deal Dilemma","B0BG8HC2NG","ITEM","5 USD","Item Owner","Terminated","Deal Dilemma, The","Brandy, Meagan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-09-29T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"Dirty Curve","B09CP3FR9K","ITEM","5 USD","Item Owner","Terminated","Dirty Curve","Brandy, Meagan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-09-30T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"Fumbled Hearts (A Fumbled Futures Novel Book 1)","B075CW598Y","ITEM","5 USD","Item Owner","Terminated","Fumbled Hearts A Fumbled Futures Novel Book 1","Brandy, Meagan","Brandy, Meagan B07XYTN1JC","Fumbled Futures Novel, A B07XYTN1JC","PRIMARY",1,"Not Available","www.amazon.com","2024-09-30T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"Promise Me Not","B0D6MG4KFQ","ITEM","6 USD","Item Owner","Terminated","Promise Me Not","Brandy, Meagan","Brandy, Meagan B0CVRB3DYF","Boys of Avix B0CVRB3DYF","PRIMARY",2,"Not Available","www.amazon.com","2024-10-01T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"Fake It 'Til You Break It","B084HGL8J7","ITEM","5 USD","Item Owner","Terminated","Fake It 'Til You Break It","Brandy, Meagan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-10-01T00:34:58Z","2024-10-05T09:58:53Z","Yes"
"Fumbled Futures: A Sports Romance Collection","B09QJZHVQT","ITEM","7 USD","Item Owner","Terminated","Fumbled Futures A Sports Romance Collection","Brandy, Meagan","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-10-02T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"Defenseless Hearts (A Fumbled Futures Novel Book 2)","B07D7Q29LQ","ITEM","5 USD","Item Owner","Terminated","Defenseless Hearts A Fumbled Futures Novel Book 2","Brandy, Meagan","Brandy, Meagan B07XYTN1JC","Fumbled Futures Novel, A B07XYTN1JC","PRIMARY",2,"Not Available","www.amazon.com","2024-10-02T00:00:00Z","2024-10-05T09:58:53Z","Yes"
"A Court of Thorns and Roses","B00WXS68T4","ITEM","6 USD","Item Owner","Fulfilled","Court of Thorns and Roses, A","Maas, Sarah J","Maas, Sarah J B07F7JQTCR","Court of Thorns and Roses, A B07F7JQTCR","PRIMARY",1,"Not Available","www.amazon.com","2024-10-03T23:31:00Z","2024-10-03T23:31:00Z","No"
"Defenseless Hearts: A Tender Hearts Novel, Book 2","B08P3Q8JM2","ITEM","5 USD","Item Owner","Fulfilled","Defenseless Hearts A Tender Hearts Novel Book 2","Brandy, Meagan","Brandy, Meagan B07XYTN1JC","Fumbled Futures Novel, A B07XYTN1JC","PRIMARY",2,"Not Available","www.amazon.com","2024-10-03T02:19:48Z","2024-10-03T02:19:48Z","No"
"Mr. Hook-up: Hooked, Book 1","B0C6YML8GD","ITEM","0 USD","Item Owner","Terminated","Mr Hook up Hooked Book 1","Mann, Marni","Mann, Marni B0BZ3PSYCW","Hooked B0BZ3PSYCW","PRIMARY",1,"Not Available","www.amazon.com","2024-09-20T11:26:39Z","2024-09-27T11:36:31Z","Yes"
"My Temptation: Kingston Lane, Book 1","B0C6YMBQMG","ITEM","0 USD","Item Owner","Terminated","My Temptation Kingston Lane Book 1","Swan, T L","Swan, T L B0BTZBGPSH","Kingston Lane B0BTZBGPSH","PRIMARY",1,"Not Available","www.amazon.com","2024-09-24T02:02:53Z","2024-09-27T11:36:30Z","Yes"
"My Rules: Kingston Lane, Book 2","B0DBNCH6Z9","ITEM","0 USD","Item Owner","Terminated","My Rules Kingston Lane Book 2","Swan, T L","Swan, T L B0BTZBGPSH","Kingston Lane B0BTZBGPSH","PRIMARY",2,"Not Available","www.amazon.com","2024-09-24T23:16:59Z","2024-09-27T11:36:30Z","Yes"
"The Playboy (Spade Hotel Series Book 1)","B0C1R1XL57","ITEM","6 USD","Item Owner","Terminated","Playboy Spade Hotel Series Book 1, The","Mann, Marni","Mann, Marni B0CGVLKK1L","Spade Hotel Series B0CGVLKK1L","PRIMARY",1,"Not Available","www.amazon.com","2024-09-15T00:00:00Z","2024-09-27T11:36:29Z","Yes"
"The Lawyer (The Dalton Family Book 1)","B095KMNDSW","ITEM","6 USD","Item Owner","Terminated","Lawyer The Dalton Family Book 1, The","Mann, Marni","Mann, Marni B095KV5XJV","Dalton Family, The B095KV5XJV","PRIMARY",1,"Not Available","www.amazon.com","2024-09-15T21:32:04Z","2024-09-27T11:36:28Z","Yes"
"Signed (The Agency Series Book 1)","B0797DCN67","ITEM","6 USD","Item Owner","Terminated","Signed The Agency Series Book 1","Mann, Marni","Mann, Marni B07PB3S3KM","Agency Series, The B07PB3S3KM","PRIMARY",1,"Not Available","www.amazon.com","2024-09-16T00:00:00Z","2024-09-27T11:36:28Z","Yes"
"The Billionaire (The Dalton Family Book 2)","B09FS8PZMQ","ITEM","6 USD","Item Owner","Terminated","Billionaire The Dalton Family Book 2, The","Mann, Marni","Mann, Marni B095KV5XJV","Dalton Family, The B095KV5XJV","PRIMARY",2,"Not Available","www.amazon.com","2024-09-17T00:00:00Z","2024-09-27T11:36:28Z","Yes"
"The Single Dad (The Dalton Family Book 3)","B09FSFGM8C","ITEM","6 USD","Item Owner","Terminated","Single Dad The Dalton Family Book 3, The","Mann, Marni","Mann, Marni B095KV5XJV","Dalton Family, The B095KV5XJV","PRIMARY",3,"Not Available","www.amazon.com","2024-09-18T00:00:00Z","2024-09-27T11:36:28Z","Yes"
"The Intern (The Dalton Family Book 4)","B09SZKVFMG","ITEM","6 USD","Item Owner","Terminated","Intern The Dalton Family Book 4, The","Mann, Marni","Mann, Marni B095KV5XJV","Dalton Family, The B095KV5XJV","PRIMARY",4,"Not Available","www.amazon.com","2024-09-18T21:50:57Z","2024-09-27T11:36:28Z","Yes"
"The Bachelor (The Dalton Family Book 5)","B0B33WTCMT","ITEM","6 USD","Item Owner","Terminated","Bachelor The Dalton Family Book 5, The","Mann, Marni","Mann, Marni B095KV5XJV","Dalton Family, The B095KV5XJV","PRIMARY",5,"Not Available","www.amazon.com","2024-09-19T18:25:07Z","2024-09-27T11:36:28Z","Yes"
"Mr. Hook-up (Hooked Book 1)","B0BYFW12CT","ITEM","2 USD","Item Owner","Terminated","Mr Hook up Hooked Book 1","Mann, Marni","Mann, Marni B0BZ3PSYCW","Hooked B0BZ3PSYCW","PRIMARY",1,"Not Available","www.amazon.com","2024-09-20T00:00:00Z","2024-09-27T11:36:28Z","Yes"
"My Rules (Kingston Lane Book 2)","B0D4YYKBC7","ITEM","4 USD","Item Owner","Terminated","My Rules Kingston Lane Book 2","Swan, T L","Swan, T L B0BTZBGPSH","Kingston Lane B0BTZBGPSH","PRIMARY",2,"Not Available","www.amazon.com","2024-09-24T00:00:00Z","2024-09-27T11:36:28Z","Yes"
"My Temptation (Kingston Lane Book 1)","B0BTJCWKRC","ITEM","4 USD","Item Owner","Terminated","My Temptation Kingston Lane Book 1","Swan, T L","Swan, T L B0BTZBGPSH","Kingston Lane B0BTZBGPSH","PRIMARY",1,"Not Available","www.amazon.com","2024-09-24T00:00:00Z","2024-09-27T11:36:28Z","Yes"
"Stand and Defend (Lakes Hockey Series Book 4)","B0CPTB4FTY","ITEM","5 USD","Item Owner","Terminated","Stand and Defend Lakes Hockey Series Book 4","St James, Sloane","St James, Sloane B0BYT9WTSY","Lakes Hockey Series B0BYT9WTSY","PRIMARY",4,"Not Available","www.amazon.com","2024-09-24T01:46:12Z","2024-09-27T11:36:28Z","Yes"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0D5YPRZHB","ITEM","6 USD","Item Owner","Fulfilled","Pucking Sweet An MMF Workplace Hockey Romance Jacksonville Rays Book 3","Rath, Emily","Rath, Emily B0BPZN83ZS","Jacksonville Rays B0BPZN83ZS","PRIMARY",3,"Not Available","www.amazon.com","2024-09-06T14:58:36Z","2024-09-24T04:09:03Z","No"
"Before We Came: A Brother's Best Friend Hockey Romance (Lakes Hockey Book 1) (Lakes Hockey Series)","B0BP7DM1VD","ITEM","5 USD","Item Owner","Terminated","Before We Came A Brother's Best Friend Hockey Romance Lakes Hockey Book 1 Lakes Hockey Series","St James, Sloane","St James, Sloane B0BYT9WTSY","Lakes Hockey Series B0BYT9WTSY","PRIMARY",1,"Not Available","www.amazon.com","2024-09-21T00:00:00Z","2024-09-24T01:46:12Z","Yes"
"Strong and Wild (Lakes Hockey Series Book 2)","B0C3WPY9S1","ITEM","5 USD","Item Owner","Terminated","Strong and Wild Lakes Hockey Series Book 2","St James, Sloane","St James, Sloane B0BYT9WTSY","Lakes Hockey Series B0BYT9WTSY","PRIMARY",2,"Not Available","www.amazon.com","2024-09-22T13:45:36Z","2024-09-24T01:46:12Z","Yes"
"In The Game: A Secret Baby Hockey Romance (Lakes Hockey Series Book 3)","B0CGXWSG9D","ITEM","5 USD","Item Owner","Terminated","In The Game A Secret Baby Hockey Romance Lakes Hockey Series Book 3","St James, Sloane","St James, Sloane B0BYT9WTSY","Lakes Hockey Series B0BYT9WTSY","PRIMARY",3,"Not Available","www.amazon.com","2024-09-23T00:00:00Z","2024-09-24T01:46:12Z","Yes"
"A Shadow In The Reaping (The Shadow Realm Book 1)","B09G6YLDQ5","ITEM","3 USD","Item Owner","Terminated","Shadow In The Reaping The Shadow Realm Book 1, A","Weaver, Brynne","Weaver, Brynne B09G72XG8M","Shadow Realm, The B09G72XG8M","PRIMARY",1,"Not Available","www.amazon.com","2024-07-17T12:18:52Z","2024-09-15T21:32:04Z","Yes"
"In a Jam (Friendship, RI Book 1)","B0BFW44657","ITEM","6 USD","Item Owner","Terminated","In a Jam Friendship RI Book 1","Canterbary, Kate","Canterbary, Kate B0FPDLK4FZ","Friendship RI B0FPDLK4FZ","PRIMARY",1,"Not Available","www.amazon.com","2024-09-02T22:10:44Z","2024-09-15T21:32:04Z","Yes"
"The Bonus","B0D9QBHRNT","ITEM","5 USD","Item Owner","Terminated","Bonus, The","Swan, T L","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-09-04T07:58:29Z","2024-09-15T21:32:04Z","Yes"
"My Office Rival (Keep Your Enemy Closer)","B0CHGNRP6M","ITEM","5 USD","Item Owner","Terminated","My Office Rival Keep Your Enemy Closer","Travers, Sophia","Travers, Sophia B0DJ9NHWCY","Keep Your Enemy Closer B0DJ9NHWCY","PRIMARY",2,"Not Available","www.amazon.com","2024-09-05T13:41:10Z","2024-09-15T21:32:04Z","Yes"
"Bridesmaid Undercover","B0CW18879C","ITEM","6 USD","Item Owner","Terminated","Bridesmaid Undercover","Quinn, Meghan","Quinn, Meghan B0DD3HZH5Z","Bridesmaid for Hire B0DD3HZH5Z","PRIMARY",2,"Not Available","www.amazon.com","2024-09-06T14:55:49Z","2024-09-15T21:32:04Z","Yes"
"The Rom-Commers: A Novel","B0CGS1BTDH","ITEM","3 USD","Item Owner","Terminated","Rom Commers A Novel, The","Center, Katherine","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-09-06T15:02:54Z","2024-09-15T21:32:04Z","Yes"
"Passenger Princess: A Grumpy Sunshine Bodyguard Pageant Queen Romance (Evergreen Park Book 1)","B0D4FTPPN4","ITEM","4 USD","Item Owner","Terminated","Passenger Princess A Grumpy Sunshine Bodyguard Pageant Queen Romance Evergreen Park Book 1","Elizabeth, Morgan","Elizabeth, Morgan B0D9ZRD3BM","Evergreen Park B0D9ZRD3BM","PRIMARY",1,"Not Available","www.amazon.com","2024-09-10T10:39:55Z","2024-09-15T21:32:04Z","Yes"
"The Anti-hero (The Goode Brothers)","B0C28VD15F","ITEM","5 USD","Item Owner","Terminated","Anti hero The Goode Brothers, The","Cate, Sara","Cate, Sara B0C9JC79Q3","Goode Brothers, The B0C9JC79Q3","PRIMARY",1,"Not Available","www.amazon.com","2024-09-10T10:42:55Z","2024-09-15T21:32:04Z","Yes"
"Shucked (The Loew Brothers Book 1)","B0CBSH3BXT","ITEM","6 USD","Item Owner","Terminated","Shucked The Loew Brothers Book 1","Canterbary, Kate","Canterbary, Kate B0CG2R6MMH","Loew Brothers, The B0CG2R6MMH","PRIMARY",1,"Not Available","www.amazon.com","2024-09-13T10:57:03Z","2024-09-15T21:32:04Z","Yes"
"The Happy Ever After Playlist (The Friend Zone Book 2)","B07W54QG2X","ITEM","8 USD","Item Owner","Terminated","Happy Ever After Playlist The Friend Zone Book 2, The","Jimenez, Abby","Jimenez, Abby B08DD34K5J","Friend Zone, The B08DD34K5J","PRIMARY",2,"Not Available","www.amazon.com","2024-05-02T00:00:00Z","2024-09-04T07:58:30Z","Yes"
"Mercy (Salacious Players' Club)","B09NJFBWVR","ITEM","5 USD","Item Owner","Terminated","Mercy Salacious Players' Club","Cate, Sara","Cate, Sara B09XSP5Q54","Salacious Players' Club B09XSP5Q54","PRIMARY",4,"Not Available","www.amazon.com","2024-08-17T20:50:13Z","2024-09-04T07:58:30Z","Yes"
"Highest Bidder (Salacious Players' Club)","B0BCWZHGW6","ITEM","5 USD","Item Owner","Terminated","Highest Bidder Salacious Players' Club","Cate, Sara","Cate, Sara B09XSP5Q54","Salacious Players' Club B09XSP5Q54","PRIMARY",5,"Not Available","www.amazon.com","2024-08-18T21:29:52Z","2024-09-04T07:58:30Z","Yes"
"Madame (Salacious Players' Club)","B0BMVKB15H","ITEM","5 USD","Item Owner","Terminated","Madame Salacious Players' Club","Cate, Sara","Cate, Sara B09XSP5Q54","Salacious Players' Club B09XSP5Q54","PRIMARY",6,"Not Available","www.amazon.com","2024-08-19T00:00:00Z","2024-09-04T07:58:30Z","Yes"
"Change of Heart","B0D24DBDW4","ITEM","6 USD","Item Owner","Terminated","Change of Heart","Canterbary, Kate","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-08-26T00:00:00Z","2024-09-04T07:58:30Z","Yes"
"One Wealthy Wedding: A Marriage of Convenience Romance (Kings Lane Billionaires)","B0DDJXD72B","ITEM","1 USD","Item Owner","Terminated","One Wealthy Wedding A Marriage of Convenience Romance Kings Lane Billionaires","Travers, Sophia","Travers, Sophia B0CZY6ZRZP","Kings Lane Billionaires B0CZY6ZRZP","PRIMARY",3,"Not Available","www.amazon.com","2024-08-30T00:00:00Z","2024-09-04T07:58:30Z","Yes"
"One Rich Revenge (Kings Lane Billionaires)","B0CZKKHB94","ITEM","5 USD","Item Owner","Terminated","One Rich Revenge Kings Lane Billionaires","Travers, Sophia","Travers, Sophia B0CZY6ZRZP","Kings Lane Billionaires B0CZY6ZRZP","PRIMARY",2,"Not Available","www.amazon.com","2024-08-31T14:46:41Z","2024-09-04T07:58:29Z","Yes"
"One Billion Reasons (Kings Lane Billionaires)","B0CPHK75WH","ITEM","5 USD","Item Owner","Terminated","One Billion Reasons Kings Lane Billionaires","Travers, Sophia","Travers, Sophia B0CZY6ZRZP","Kings Lane Billionaires B0CZY6ZRZP","PRIMARY",1,"Not Available","www.amazon.com","2024-09-02T00:00:00Z","2024-09-04T07:58:29Z","Yes"
"Not Available","B0DWW9W6J4","Not Available","Not Available","Not Interested","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2024-08-18T00:00:00Z","2024-08-18T00:00:00Z","Not Available"
"If We Ever Meet Again (If Love Book 1)","B087WWR8YT","ITEM","6 USD","Item Owner","Terminated","If We Ever Meet Again If Love Book 1","Huang, Ana","Huang, Ana B08BWRG1QJ","If Love B08BWRG1QJ","PRIMARY",1,"Not Available","www.amazon.com","2024-08-04T12:46:56Z","2024-08-17T20:50:14Z","Yes"
"Eyes on Me (Salacious Players' Club)","B09NHPZZS5","ITEM","5 USD","Item Owner","Terminated","Eyes on Me Salacious Players' Club","Cate, Sara","Cate, Sara B09XSP5Q54","Salacious Players' Club B09XSP5Q54","PRIMARY",2,"Not Available","www.amazon.com","2024-08-04T12:47:44Z","2024-08-17T20:50:14Z","Yes"
"Give Me More (Salacious Players' Club)","B09NJGSCXW","ITEM","5 USD","Item Owner","Terminated","Give Me More Salacious Players' Club","Cate, Sara","Cate, Sara B09XSP5Q54","Salacious Players' Club B09XSP5Q54","PRIMARY",3,"Not Available","www.amazon.com","2024-08-05T02:20:04Z","2024-08-17T20:50:14Z","Yes"
"Forget Me Not","B0B6V8WKN5","ITEM","11 USD","Item Owner","Terminated","Forget Me Not","Soto, Julie","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-04-04T00:00:00Z","2024-08-17T20:50:13Z","Yes"
"If the Sun Never Sets (If Love Book 2)","B089G7T55M","ITEM","6 USD","Item Owner","Terminated","If the Sun Never Sets If Love Book 2","Huang, Ana","Huang, Ana B08BWRG1QJ","If Love B08BWRG1QJ","PRIMARY",2,"Not Available","www.amazon.com","2024-08-08T00:00:00Z","2024-08-17T20:50:13Z","Yes"
